910	2365	1
910	2521	1
910	3287	1
910	3576	1
910	3710	2
910	3731	1
910	3762	3
910	3948	1
910	3996	2
910	4024	1
910	4139	1
941	1033	1
941	1519	1
941	1784	1
941	2065	2
941	2801	1
941	3710	1
941	3996	1
941	4024	1
941	4747	2
941	4883	1
993	1038	1
993	1348	1
993	1477	1
993	1736	1
993	1823	1
993	2201	2
993	2330	1
993	2776	2
993	3953	1
993	3996	1
993	4553	1
993	4589	2
993	4883	1
993	4995	1
1033	1038	1
1033	1348	10
1033	2330	1
1033	3953	3
1033	3996	5
1033	4915	2
1033	5107	1
1038	1348	7
1038	1769	1
1038	2330	1
1038	3953	6
1038	3996	5
1038	4024	3
1038	4589	2
1038	4915	1
1038	5107	1
1185	3731	1
1185	3953	2
1185	3996	2
1185	4915	1
1210	1681	2
1210	2789	2
1210	3420	6
1210	3536	1
1210	3576	2
1210	3953	2
1210	3981	1
1210	4883	1
1267	1307	1
1267	1681	1
1267	1769	3
1267	2201	1
1267	2626	1
1267	3287	1
1267	3420	1
1267	3731	1
1267	3762	1
1267	3917	1
1267	3953	1
1267	3996	5
1267	4024	1
1267	4402	2
1267	4717	2
1267	4747	1
1267	4915	1
1307	1477	1
1307	1606	1
1307	1784	1
1307	2123	1
1307	2246	1
1307	3953	2
1307	3996	1
1307	4717	1
1307	4900	1
1348	2330	1
1348	2365	1
1348	3953	8
1348	3981	1
1348	3996	8
1348	4024	1
1348	4589	1
1348	4915	2
1348	5107	1
1477	1606	1
1477	1681	1
1477	1823	1
1477	3924	1
1477	3996	2
1477	4553	1
1477	4589	1
1501	2065	1
1501	2365	1
1501	3953	2
1501	3996	7
1501	4402	2
1519	1823	1
1519	1899	1
1519	3710	2
1519	3762	1
1519	3953	2
1606	1681	1
1606	2365	1
1606	3532	1
1606	3710	1
1606	3953	1
1606	3996	1
1681	1804	1
1681	1823	3
1681	2065	1
1681	2330	2
1681	2789	4
1681	2801	1
1681	3287	3
1681	3420	5
1681	3536	7
1681	3576	4
1681	3616	1
1681	3762	1
1681	3924	1
1681	3953	4
1681	3996	6
1681	4024	1
1681	4553	2
1681	4814	2
1681	4883	1
1681	4915	1
1681	4995	2
1681	5107	1
1736	1769	1
1736	2201	1
1736	2330	3
1736	2776	1
1736	3731	1
1736	3996	1
1736	4024	1
1736	4915	1
1769	2330	2
1769	2626	2
1769	2801	1
1769	3953	1
1769	3996	3
1769	4024	3
1769	4139	2
1769	4553	1
1769	4883	1
1769	4915	2
1784	2065	2
1784	3399	1
1784	4717	1
1784	4915	1
1804	2123	1
1804	2201	1
1804	2521	1
1804	2626	1
1804	3232	1
1804	3576	2
1804	3953	1
1804	4024	1
1804	4589	1
1804	4814	1
1804	4883	1
1804	4900	1
1804	4995	1
1804	5287	1
1823	2065	1
1823	2330	1
1823	2365	1
1823	2801	3
1823	3287	1
1823	3399	1
1823	3532	1
1823	3616	1
1823	3710	2
1823	3924	2
1823	3953	1
1823	3996	1
1823	4747	1
1823	4883	1
1899	2065	1
1899	2201	1
1899	2330	1
1899	3287	1
1899	3576	1
1899	3953	2
2065	2330	1
2065	2801	2
2065	3287	1
2065	3420	1
2065	3576	1
2065	3616	1
2065	3731	1
2065	3917	1
2065	3924	1
2065	3948	1
2065	3953	1
2065	3996	1
2065	4883	2
2065	4900	1
2073	2521	1
2073	3232	1
2073	3532	1
2073	3576	1
2073	3616	2
2073	3710	1
2073	4024	1
2073	4900	1
2123	3232	1
2123	3532	1
2123	3710	1
2123	3762	1
2123	4814	2
2201	2626	1
2201	2776	2
2201	2801	1
2201	3287	1
2201	3924	1
2201	3953	1
2201	3996	1
2201	4717	1
2201	4883	1
2201	4995	1
2246	3953	1
2246	3996	1
2246	5112	1
2330	3287	1
2330	3536	1
2330	3731	1
2330	3917	1
2330	3948	1
2330	3953	4
2330	3996	10
2330	4024	2
2330	4717	1
2330	4915	2
2330	4995	1
2365	2801	1
2365	3287	1
2365	3576	1
2365	3953	2
2365	3996	2
2365	4589	1
2365	4883	1
2365	5107	1
2521	3287	1
2521	4024	1
2626	3232	1
2626	3616	1
2626	3953	1
2626	3996	2
2626	4883	1
2626	4915	1
2626	4995	1
2776	2789	1
2776	3917	1
2776	3953	1
2776	3996	1
2776	4995	1
2789	3287	2
2789	3420	2
2789	3576	4
2789	3762	1
2789	3953	2
2789	4814	1
2789	5287	2
2801	3287	1
2801	3616	1
2801	3953	2
2801	3996	8
2801	4024	1
2801	4139	1
2801	4402	1
2801	4747	2
2801	4883	3
3232	3287	3
3232	3576	2
3232	3616	4
3232	3953	3
3232	3981	1
3232	4814	2
3232	4900	2
3232	5287	4
3287	3420	1
3287	3536	1
3287	3576	3
3287	3616	1
3287	3953	1
3287	3996	1
3287	4553	1
3287	5287	3
3399	3710	1
3399	3924	1
3399	3953	1
3399	4717	1
3399	5287	1
3420	3536	1
3420	3953	2
3420	3996	1
3420	4553	1
3420	4883	1
3536	3576	2
3536	3953	1
3536	3996	1
3536	4024	1
3536	4553	1
3536	4883	1
3536	5112	1
3576	3953	3
3576	3981	1
3576	3996	1
3576	4024	1
3576	4589	2
3576	4814	2
3576	4883	2
3576	4900	1
3576	5287	5
3616	3953	1
3616	3981	1
3616	3996	1
3616	4814	2
3616	4900	2
3616	4995	2
3616	5107	1
3710	3762	3
3710	3924	1
3710	3953	1
3710	4747	1
3731	3953	1
3731	3996	1
3731	4024	2
3731	4883	1
3762	4139	1
3762	4883	1
3762	4995	2
3917	3948	1
3917	3996	4
3917	4024	1
3917	5112	1
3924	4024	1
3924	4814	1
3924	4995	1
3948	3996	1
3948	4589	1
3953	3981	1
3953	3996	17
3953	4024	1
3953	4402	3
3953	4589	1
3953	4747	3
3953	4883	10
3953	4900	2
3953	5107	2
3953	5287	4
3981	4915	1
3996	4024	9
3996	4139	2
3996	4402	10
3996	4553	1
3996	4589	4
3996	4747	3
3996	4883	7
3996	4915	4
3996	4995	1
3996	5107	3
3996	5112	1
4024	4589	1
4024	4883	1
4024	4995	1
4024	5112	1
4139	4883	1
4402	4883	3
4553	4589	1
4553	4915	1
4589	4883	1
4589	4995	1
4589	5287	1
4717	4915	1
4747	4883	1
4814	4995	2
4883	4900	1
4883	4915	2
4883	5107	1
4900	5287	2
4995	5107	2
